total_budget,query_strategy,method,independent_field_count,model_seed_count,source_domain_count,mean_field_rel_l2,mean_audit_reprojection_rel_l2,mean_improvement_vs_support_pct,mean_improvement_vs_union_pct,median_improvement_vs_union_pct,p10_improvement_vs_union_pct,cvar10_improvement_vs_union_pct,harm_rate_gt_1pct_vs_union,improvement_vs_union_ci95_cluster_low,improvement_vs_union_ci95_cluster_high,maximum_support_correction_leakage
4,adaptive_energy,learned_query_correction,88,3,5,0.44403811410724003,0.5925699542053087,1.0393023534631682,-20.441733666492027,-17.656921079433456,-50.93137355770214,-61.99865023455702,0.9174999999999998,-24.36963298219973,-16.73750956177339,1.8864611650365095e-09
4,adaptive_energy,numeric_query_null_update,88,3,5,0.41611274576891866,0.5441665436993294,6.4367021929022625,-13.020548915400187,-11.891277766283443,-35.96029331212886,-45.66846177939926,0.6575,-15.997983838125782,-10.116794625167362,2.5664770311720493e-16
4,adaptive_energy,support_fit_base,88,3,5,0.4487630297294967,0.6051603885983184,0.0,-21.854134833202615,-19.437641274833634,-51.974257455217106,-65.93835438619823,0.9174999999999998,-25.911612473396506,-18.016016486709823,0.0
4,adaptive_energy,support_physics_lift,88,3,5,0.8201075738833493,0.9593031651373012,-113.660308504629,-161.69937029180258,-143.5456023068638,-312.23111350493974,-372.4974323393451,0.9999999999999998,-179.53407201480914,-144.43796882148172,0.0
4,adaptive_energy,union_physics_lift,88,3,5,0.7086485569526075,0.6681617315900403,-79.57140463647899,-118.71982062715523,-115.4066403382799,-227.28190469388676,-259.3601461536761,0.9999999999999998,-130.38078132556862,-107.20944509853877,0.0
4,adaptive_energy,union_support_fit_direct,88,3,5,0.3864731084683056,0.5078261428306906,15.35933497011566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,fixed,learned_query_correction,88,3,5,0.4436919077681882,0.5912222970554516,1.1219123074645876,-20.170134143319455,-16.036418918392915,-54.53487748406138,-66.43301869842229,0.8799999999999999,-24.320433425984294,-16.273292623214786,1.8864611650365095e-09
4,fixed,numeric_query_null_update,88,3,5,0.4176192102207288,0.5301007251050295,5.745017912709743,-13.884701493803707,-7.967801913101778,-39.41410774868222,-54.66712659195077,0.645,-17.445798013448982,-10.457566624257634,2.586342918499343e-16
4,fixed,support_fit_base,88,3,5,0.4487630297294967,0.6051603885983184,0.0,-21.694109890113175,-18.134829078448544,-55.617122278140634,-70.19262762331948,0.8799999999999999,-26.032396173388584,-17.52634432318603,0.0
4,fixed,support_physics_lift,88,3,5,0.8201075738833493,0.9593031651373012,-113.660308504629,-159.9734988967267,-146.200418963684,-293.2690280611582,-353.89635527087944,0.9999999999999998,-176.38973183836163,-143.85912006764696,0.0
4,fixed,union_physics_lift,88,3,5,0.7193358935808383,0.6426008246457223,-84.51822996590394,-124.45822324164361,-115.95071582239189,-233.7010535801462,-280.82631724285494,0.9999999999999998,-137.5032215604109,-111.80838681194655,0.0
4,fixed,union_support_fit_direct,88,3,5,0.38570718245093794,0.498837028890206,15.25380969495319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,max_gap,learned_query_correction,88,3,5,0.4445962895301964,0.5919717131712618,0.8966735012792927,-13.75863355350768,-6.575440980128778,-38.30509235296429,-47.49801155437298,0.8224999999999999,-17.19808728494489,-10.494361687381343,1.8864611650365095e-09
4,max_gap,numeric_query_null_update,88,3,5,0.4302727569403687,0.5688572377585366,4.433888914748433,-9.419132220996485,-3.1147221361512716,-30.991468551095974,-38.72365751044185,0.6349999999999999,-12.290512837367526,-6.711556615149832,1.753119556533743e-16
4,max_gap,support_fit_base,88,3,5,0.4487630297294967,0.6051603885983184,0.0,-14.771619249353034,-7.523354132990883,-39.68561286511651,-48.31671559107109,0.8674999999999997,-18.12857742956597,-11.535991210926985,0.0
4,max_gap,support_physics_lift,88,3,5,0.8201075738833493,0.9593031651373012,-113.660308504629,-151.32373980510914,-100.7371553527439,-291.35440173847684,-369.88125290268084,0.9999999999999998,-172.27109612806976,-131.1116083273687,0.0
4,max_gap,union_physics_lift,88,3,5,0.6618858379626703,0.7442077319680054,-65.21615539479788,-92.34118633237453,-67.10907274809507,-180.34271359458492,-228.04474822657795,0.9999999999999998,-105.18273560087161,-79.97194380911971,0.0
4,max_gap,union_support_fit_direct,88,3,5,0.4095799710230156,0.5122454373039129,11.215679357818658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,random,learned_query_correction,88,3,5,0.4469968055459119,0.6010916906215161,0.3648361631576237,-5.629113813284317,-2.712467702090309,-23.58562107678111,-37.304091211435555,0.6375,-8.520610866234497,-3.0229670698030437,1.8864611650365095e-09
4,random,numeric_query_null_update,88,3,5,0.44448430768033603,0.5939028578014167,0.09137825728943472,-5.662193167698566,-0.9514375007860464,-20.364263347884222,-33.67917459213049,0.49749999999999994,-8.347350203184922,-3.3187668213614447,2.482051292761195e-16
4,random,support_fit_base,88,3,5,0.4487630297294967,0.6051603885983184,0.0,-6.076183535808005,-2.5186966875718118,-28.633976508832514,-39.631535361554995,0.6874999999999999,-9.018682688826164,-3.3625786061092438,0.0
4,random,support_physics_lift,88,3,5,0.8201075738833493,0.9593031651373012,-113.660308504629,-126.73398757206942,-101.68078478927595,-259.28440627255907,-288.8944718510874,0.9999999999999998,-142.43061499634442,-111.60026719257321,0.0
4,random,union_physics_lift,88,3,5,0.7324274114683821,0.8595964521922645,-88.33096236790901,-98.18088084521136,-86.91714636903998,-195.25181689674113,-218.6234212535363,0.9999999999999998,-110.10759236754001,-86.64629828983556,0.0
4,random,union_support_fit_direct,88,3,5,0.4300953988671518,0.5700313529140839,4.248301395380855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,adaptive_energy,learned_query_correction,88,3,5,0.38782130602930587,0.5097406602708107,1.3673654663711647,-12.84051351474423,-4.819514593458476,-46.2912039453943,-56.43239019843667,0.7099999999999999,-16.849921223939624,-9.11469225579143,1.67563998377943e-09
6,adaptive_energy,numeric_query_null_update,88,3,5,0.38015080129790046,0.47848152215418926,-1.1173008078717188,-14.237353505306377,-11.887106032632653,-37.88598004628195,-47.19183824693425,0.6924999999999999,-17.168795051952685,-11.365007732443475,3.188209834848782e-16
6,adaptive_energy,support_fit_base,88,3,5,0.39319270214274715,0.5235042308691127,0.0,-14.654270372596532,-5.896088320398941,-49.20691964347696,-62.250989235403,0.7099999999999999,-19.015563070566326,-10.556385993782639,0.0
6,adaptive_energy,support_physics_lift,88,3,5,0.6166463932112781,0.7841540070853321,-82.74663800588147,-106.58314760031062,-110.57253574242532,-186.64534153021498,-209.49331024276177,0.9999999999999998,-115.4372132118076,-97.64572707123048,0.0
6,adaptive_energy,union_physics_lift,88,3,5,0.5343141035415888,0.6138251549184055,-56.628764050686414,-75.77514621129016,-72.61617782060324,-137.40988407760452,-160.1982069168207,0.9999999999999998,-83.31303549912631,-68.40345976703482,0.0
6,adaptive_energy,union_support_fit_direct,88,3,5,0.3503815724641086,0.4464382814203677,10.289023456578104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,fixed,learned_query_correction,88,3,5,0.3878099620209343,0.5096377196201215,1.3698907340286346,-13.06701073621966,-4.819514593458476,-46.2912039453943,-56.43239019843667,0.7199999999999999,-17.09504321014065,-9.334499592149925,1.67563998377943e-09
6,fixed,numeric_query_null_update,88,3,5,0.379672157927332,0.4776252880362871,-1.011955248096945,-14.412710150242253,-11.887106032632653,-38.00685797696422,-49.06751796107061,0.6924999999999999,-17.425301307838605,-11.43600779163102,3.188209834848782e-16
6,fixed,support_fit_base,88,3,5,0.39319270214274715,0.5235042308691127,0.0,-14.882966752431958,-5.896088320398941,-49.20691964347696,-62.250989235403,0.7199999999999999,-19.276606150538857,-10.801245986530091,0.0
6,fixed,support_physics_lift,88,3,5,0.6166463932112781,0.7841540070853321,-82.74663800588147,-107.01611044460196,-110.57253574242532,-186.64534153021498,-209.49331024276177,0.9999999999999998,-116.15400284858168,-97.8770810810005,0.0
6,fixed,union_physics_lift,88,3,5,0.5338425256969495,0.6128682831715679,-56.4808616590287,-76.02223431548558,-72.61617782060324,-137.40988407760452,-160.1982069168207,0.9999999999999998,-83.51718560038812,-68.65783699285318,0.0
6,fixed,union_support_fit_direct,88,3,5,0.3496667731924207,0.4450755183685201,10.507714534746212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,max_gap,learned_query_correction,88,3,5,0.3929894579838447,0.5238428295254042,-0.3153761886249734,0.5623020109075111,0.33074445199420816,-5.9030350779888385,-7.353289718460264,0.2875,-0.27602722697018767,1.3773478793210236,1.4790730881722326e-09
6,max_gap,numeric_query_null_update,88,3,5,0.4274869715152558,0.5821925364191811,-13.897904560775784,-12.920958398570125,-9.114926844157964,-33.57838068802135,-41.97495399908438,0.7374999999999999,-15.508959225778021,-10.385697187555845,2.515648476279108e-16
6,max_gap,support_fit_base,88,3,5,0.39319270214274715,0.5235042308691127,0.0,0.8541195328977436,0.8149100427458795,-3.0256958816168136,-6.152514245608865,0.24500000000000002,0.09000492735688728,1.6022428891086424,0.0
6,max_gap,support_physics_lift,88,3,5,0.6166463932112781,0.7841540070853321,-82.74663800588147,-80.9702591022472,-64.77407275555822,-163.59331492628974,-180.87658306823732,0.9999999999999998,-90.46064768536816,-71.38903867051077,0.0
6,max_gap,union_physics_lift,88,3,5,0.6101783282224666,0.7871117003279416,-83.65529380745404,-81.86599427147048,-58.41898968773094,-179.1109638603192,-194.10980271060603,0.9999999999999998,-92.74995592891074,-71.4691210633343,0.0
6,max_gap,union_support_fit_direct,88,3,5,0.3965978555181555,0.5187463136191762,-1.0534675313983457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,random,learned_query_correction,88,3,5,0.39123603329193546,0.5198620935690943,0.38109736678661493,-1.343613064239241,0.3124257535837062,-15.057637899833134,-35.10150768846018,0.33,-4.569599738577906,1.5502626977689826,1.535213154514622e-09
6,random,numeric_query_null_update,88,3,5,0.41649862788332476,0.5257659123847662,-11.395017738865114,-11.911572312884065,-8.146056612387769,-35.986005733751206,-41.47260345576827,0.7274999999999999,-14.565670568087311,-9.355479326451844,3.131631705950881e-16
6,random,support_fit_base,88,3,5,0.39319270214274715,0.5235042308691127,0.0,-1.852922685758416,-0.06657431602875806,-17.60493529205151,-37.83246805646895,0.35250000000000004,-5.341459178745046,1.2451400521028821,0.0
6,random,support_physics_lift,88,3,5,0.6166463932112781,0.7841540070853321,-82.74663800588147,-83.83397296386408,-67.88131571427645,-163.92688762547508,-189.02936448984443,0.9999999999999998,-93.36216625626626,-74.37276270020116,0.0
6,random,union_physics_lift,88,3,5,0.5919942414196757,0.734698400177028,-76.82522571353843,-75.79359291463811,-67.75366516117086,-142.69844672232998,-175.2553086191027,0.9999999999999998,-84.56594831584655,-67.22416951196458,0.0
6,random,union_support_fit_direct,88,3,5,0.387230879438795,0.5028439064985316,-0.18731599638546897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,adaptive_energy,learned_query_correction,88,3,5,0.39753774153710164,0.5193006718204338,1.1767674999715507,-15.113127783504844,-11.396097429629345,-41.16468703011617,-47.619049794779244,0.8624999999999998,-18.132930722734,-12.25079415798522,1.4697498925671138e-09
8,adaptive_energy,numeric_query_null_update,88,3,5,0.41178526576330376,0.506775933301423,-9.722134955282328,-27.14920177566035,-20.312289927854337,-67.59710809797157,-77.30029586746014,0.7649999999999999,-31.72635967882305,-22.656015142719447,3.6444773727345596e-16
8,adaptive_energy,support_fit_base,88,3,5,0.40232523917373997,0.5300350738909738,0.0,-16.640476847997903,-11.751656425961135,-43.82474004724688,-51.92648552821558,0.8749999999999999,-19.909075525606152,-13.522414805565425,0.0
8,adaptive_energy,support_physics_lift,88,3,5,0.6082224070495503,0.8138782410827946,-76.75440461210295,-105.73674180919245,-102.13882173195675,-204.67932584826656,-221.2506880065309,0.9999999999999998,-116.6633240715713,-95.17792114563997,0.0
8,adaptive_energy,union_physics_lift,88,3,5,0.5075165916363822,0.6703588126910663,-43.40421059894369,-65.76667892658371,-57.81470713447999,-133.99005852536524,-147.73892639575442,0.9999999999999998,-73.70548066236795,-58.12111974214813,0.0
8,adaptive_energy,union_support_fit_direct,88,3,5,0.35434229082224467,0.45662701265800665,12.693919789845754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,fixed,learned_query_correction,88,3,5,0.39753774153710164,0.5193006718204338,1.1767674999715507,-15.113127783504844,-11.396097429629345,-41.16468703011617,-47.619049794779244,0.8624999999999998,-18.15658477169047,-12.228921492928894,1.4697498925671138e-09
8,fixed,numeric_query_null_update,88,3,5,0.41178526576330376,0.506775933301423,-9.722134955282328,-27.14920177566035,-20.312289927854337,-67.59710809797157,-77.30029586746014,0.7649999999999999,-31.588102782144034,-22.656847684586477,3.6444773727345596e-16
8,fixed,support_fit_base,88,3,5,0.40232523917373997,0.5300350738909738,0.0,-16.640476847997903,-11.751656425961135,-43.82474004724688,-51.92648552821558,0.8749999999999999,-19.990887583473153,-13.52132989979946,0.0
8,fixed,support_physics_lift,88,3,5,0.6082224070495503,0.8138782410827946,-76.75440461210295,-105.73674180919245,-102.13882173195675,-204.67932584826656,-221.2506880065309,0.9999999999999998,-116.41716006707497,-95.05096822958474,0.0
8,fixed,union_physics_lift,88,3,5,0.5075165916363822,0.6703588126910663,-43.40421059894369,-65.76667892658371,-57.81470713447999,-133.99005852536524,-147.73892639575442,0.9999999999999998,-73.68911618547811,-58.195335185699605,0.0
8,fixed,union_support_fit_direct,88,3,5,0.35434229082224467,0.45662701265800665,12.693919789845754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,max_gap,learned_query_correction,88,3,5,0.39753774153710164,0.5193006718204338,1.1767674999715507,-15.113127783504844,-11.396097429629345,-41.16468703011617,-47.619049794779244,0.8624999999999998,-18.135696956318363,-12.2496654461411,1.4697498925671138e-09
8,max_gap,numeric_query_null_update,88,3,5,0.41178526576330376,0.506775933301423,-9.722134955282328,-27.14920177566035,-20.312289927854337,-67.59710809797157,-77.30029586746014,0.7649999999999999,-31.696072057757444,-22.72203085964649,3.6444773727345596e-16
8,max_gap,support_fit_base,88,3,5,0.40232523917373997,0.5300350738909738,0.0,-16.640476847997903,-11.751656425961135,-43.82474004724688,-51.92648552821558,0.8749999999999999,-19.968855289967323,-13.483666201835003,0.0
8,max_gap,support_physics_lift,88,3,5,0.6082224070495503,0.8138782410827946,-76.75440461210295,-105.73674180919245,-102.13882173195675,-204.67932584826656,-221.2506880065309,0.9999999999999998,-116.63236010175156,-95.08173958222821,0.0
8,max_gap,union_physics_lift,88,3,5,0.5075165916363822,0.6703588126910663,-43.40421059894369,-65.76667892658371,-57.81470713447999,-133.99005852536524,-147.73892639575442,0.9999999999999998,-73.6935597419687,-58.09852325638012,0.0
8,max_gap,union_support_fit_direct,88,3,5,0.35434229082224467,0.45662701265800665,12.693919789845754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,random,learned_query_correction,88,3,5,0.39753774153710164,0.5193006718204338,1.1767674999715507,-15.113127783504844,-11.396097429629345,-41.16468703011617,-47.619049794779244,0.8624999999999998,-18.115682657783942,-12.204611973840546,1.4697498925671138e-09
8,random,numeric_query_null_update,88,3,5,0.41178526576330376,0.506775933301423,-9.722134955282328,-27.14920177566035,-20.312289927854337,-67.59710809797157,-77.30029586746014,0.7649999999999999,-31.68597299817842,-22.703710631934744,3.6444773727345596e-16
8,random,support_fit_base,88,3,5,0.40232523917373997,0.5300350738909738,0.0,-16.640476847997903,-11.751656425961135,-43.82474004724688,-51.92648552821558,0.8749999999999999,-19.979602863285738,-13.589461066444452,0.0
8,random,support_physics_lift,88,3,5,0.6082224070495503,0.8138782410827946,-76.75440461210295,-105.73674180919245,-102.13882173195675,-204.67932584826656,-221.2506880065309,0.9999999999999998,-116.39499182777507,-95.13625813793732,0.0
8,random,union_physics_lift,88,3,5,0.5075165916363822,0.6703588126910663,-43.40421059894369,-65.76667892658371,-57.81470713447999,-133.99005852536524,-147.73892639575442,0.9999999999999998,-73.69013735391972,-58.09849426070495,0.0
8,random,union_support_fit_direct,88,3,5,0.35434229082224467,0.45662701265800665,12.693919789845754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
