candidate_id,method,model_seed,case_id,session_id,split,family,base_seed,candidate_field_relative_l2,candidate_h1_relative_error,raw_field_relative_l2,raw_h1_relative_error,registered_classical_field_relative_l2,registered_classical_h1_relative_error,clean_reprojection_ratio_to_base,selector_valid,residual_closure_relative_error,field_gain_to_raw,h1_gain_to_raw,field_gain_to_registered_classical,h1_gain_to_registered_classical,field_harm_vs_raw,field_harm_vs_registered_classical,gate_policy,selector_family,model_mismatch_policy,model_mismatch_norm_fraction,selector_digest,uses_truth,uses_exact_nuisance,dense_evaluator_ceiling_only,field_gain_to_best_classical_envelope_diagnostic,h1_gain_to_best_classical_envelope_diagnostic,measured_reprojection_relative_l2,clean_reprojection_relative_l2,alpha,raw_no_correction,fallback_reason,correction_norm,evaluated_alpha_count,raw_global_score,selected_global_score,raw_camera_scores_json,selected_camera_scores_json,gate_checks_json,model_mismatch_global_whitened_score,model_mismatch_camera_scores_json,model_mismatch_available_to_selector,dense_matrix_rows,dense_matrix_columns,dense_setup_in_budget,candidate_budget_matched,dense_linear_solve_count,candidate_cost_contract,learned_feature_forward_calls,learned_feature_adjoint_calls
structured_global_upper_95_ablation,pooled_cnn,17,de074814fc16b3b9c717,ood:3109:efb5c7642b3f28db,ood,smooth_no_interface,3109,0.6089261515200732,1.2571889657960704,0.6092890972787126,1.2621805397309127,0.5935482138100872,1.0917048403617182,1.0913232332847103,True,0.0,0.0005956872694102245,0.003954722623046028,-0.025908489575383397,-0.15158321124556137,False,True,global_upper_only,session_global_conformal_upper_ablation,sensor_only,0.0,991f72955e741e12fcd05450698366e73c4f2b994d95c42def649054d9bf0e7e,False,False,True,-0.025908489575383397,-0.15158321124556137,0.01626443615301413,0.040930351182818535,1.539926526059492,False,NONE,0.06211690933307722,64,607.7713486923556,204.5890249547156,"[195.56978379661967,168.01715029786982,244.184414597866]","[48.21183307953666,54.97929991822916,101.39789195694976]","{""camera_lower"":true,""camera_lower_informative"":true,""camera_upper"":false,""global_lower"":true,""global_lower_informative"":true,""global_upper"":true}",17536.410004258036,"[5786.2560832549625,4824.0963577190205,6926.057563284052]",False,150,1000,False,False,64,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_target_mismatch_oracle_fraction_025,pooled_cnn,17,de074814fc16b3b9c717,ood:3109:efb5c7642b3f28db,ood,smooth_no_interface,3109,0.6092890972787126,1.2621805397309127,0.6092890972787126,1.2621805397309127,0.5935482138100872,1.0917048403617182,1.2805373496467711,False,0.0,0.0,0.0,-0.02651997445596212,-0.1561554854998263,False,True,joint_two_sided,evaluator_only_fractional_model_mismatch_oracle,exact_target_oracle_triangle_bound,0.25,59834e63219be6cebe5400a8922e5015718d1ce00a18f8a728187ecb3284207d,True,False,True,-0.02651997445596212,-0.1561554854998263,0.029080520419448534,0.048026874005058666,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,607.7713486923556,607.7713486923556,"[195.56978379661967,168.01715029786982,244.184414597866]","[195.56978379661967,168.01715029786982,244.184414597866]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",17536.410004258036,"[5786.2560832549625,4824.0963577190205,6926.057563284052]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_target_mismatch_oracle_fraction_050,pooled_cnn,17,de074814fc16b3b9c717,ood:3109:efb5c7642b3f28db,ood,smooth_no_interface,3109,0.6092890972787126,1.2621805397309127,0.6092890972787126,1.2621805397309127,0.5935482138100872,1.0917048403617182,1.2805373496467711,False,0.0,0.0,0.0,-0.02651997445596212,-0.1561554854998263,False,True,joint_two_sided,evaluator_only_fractional_model_mismatch_oracle,exact_target_oracle_triangle_bound,0.5,6213bc0687b702a48a7e1d498d46b981fb6a43d93b44b2f017a7986c1baf4a00,True,False,True,-0.02651997445596212,-0.1561554854998263,0.029080520419448534,0.048026874005058666,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,607.7713486923556,607.7713486923556,"[195.56978379661967,168.01715029786982,244.184414597866]","[195.56978379661967,168.01715029786982,244.184414597866]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",17536.410004258036,"[5786.2560832549625,4824.0963577190205,6926.057563284052]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_target_mismatch_oracle_fraction_075,pooled_cnn,17,de074814fc16b3b9c717,ood:3109:efb5c7642b3f28db,ood,smooth_no_interface,3109,0.6092890972787126,1.2621805397309127,0.6092890972787126,1.2621805397309127,0.5935482138100872,1.0917048403617182,1.2805373496467711,False,0.0,0.0,0.0,-0.02651997445596212,-0.1561554854998263,False,True,joint_two_sided,evaluator_only_fractional_model_mismatch_oracle,exact_target_oracle_triangle_bound,0.75,16bc45c63ae0e8c967816a8730e8b30ec22beb0088c06938636b246f304f6253,True,False,True,-0.02651997445596212,-0.1561554854998263,0.029080520419448534,0.048026874005058666,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,607.7713486923556,607.7713486923556,"[195.56978379661967,168.01715029786982,244.184414597866]","[195.56978379661967,168.01715029786982,244.184414597866]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",17536.410004258036,"[5786.2560832549625,4824.0963577190205,6926.057563284052]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_exact_target_mismatch_oracle_fraction_100,pooled_cnn,17,de074814fc16b3b9c717,ood:3109:efb5c7642b3f28db,ood,smooth_no_interface,3109,0.6092890972787126,1.2621805397309127,0.6092890972787126,1.2621805397309127,0.5935482138100872,1.0917048403617182,1.2805373496467711,False,0.0,0.0,0.0,-0.02651997445596212,-0.1561554854998263,False,True,joint_two_sided,evaluator_only_exact_model_mismatch_oracle,exact_target_oracle_triangle_bound,1.0,671a9d1beaa72c6f490fea827d720431e04efad99f1dd5fcc255cedacb566fc7,True,False,True,-0.02651997445596212,-0.1561554854998263,0.029080520419448534,0.048026874005058666,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,607.7713486923556,607.7713486923556,"[195.56978379661967,168.01715029786982,244.184414597866]","[195.56978379661967,168.01715029786982,244.184414597866]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",17536.410004258036,"[5786.2560832549625,4824.0963577190205,6926.057563284052]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_joint_two_sided_95,pooled_cnn,17,5b2c960052a2205fbab9,ood:3109:efb5c7642b3f28db,ood,single_interface,3109,0.6959267366999311,1.1780450498949526,0.6979974222310433,1.1822289331831388,0.687697898694753,1.0656736751936888,1.039969911821418,True,0.0,0.002966609138030328,0.0035389789327191774,-0.011965774536749994,-0.10544632687941739,False,True,joint_two_sided,session_joint_conformal_band,sensor_only,0.0,58cc2bb998f749b6b47a201f9d5794fc243826a1d1e3f31678e4ccd8fd1e5589,False,False,True,-0.011965774536749994,-0.10544632687941739,0.017120052153941783,0.05422305442263546,0.6493816315762113,False,NONE,0.10810204674958314,66,913.428868826572,180.45483828796526,"[266.5941208750449,421.7235994712273,225.11114848029996]","[28.939528057515723,67.52970663228457,83.98560359816496]","{""camera_lower"":true,""camera_lower_informative"":true,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":true,""global_upper"":true}",45288.4685061701,"[4129.242775851113,40880.93853108861,278.2871992303817]",False,150,1000,False,False,66,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
isotropic_joint_two_sided_95,pooled_cnn,17,5b2c960052a2205fbab9,ood:3109:efb5c7642b3f28db,ood,single_interface,3109,0.6909354926317784,1.1593406315542325,0.6979974222310433,1.1822289331831388,0.687697898694753,1.0656736751936888,0.65357193340432,True,0.0,0.010117415013786858,0.019360295613202266,-0.004707872371240965,-0.08789459526014798,False,False,joint_two_sided,session_joint_conformal_band,sensor_only,0.0,1b2ac529c629f8777ba1a31ec5828dcb8e1880e92fe764e14a24684447560259,False,False,True,-0.004707872371240965,-0.08789459526014798,0.021195835245333406,0.03407662674780825,0.11547819846894582,False,NONE,0.292645109786138,70,1237.6893244959083,176.8174160300104,"[196.4300896421359,370.09662131387915,671.1626135398933]","[15.432182287175781,33.42987205076909,127.95536169206551]","{""camera_lower"":true,""camera_lower_informative"":true,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":true,""global_upper"":true}",27651.56466658285,"[2208.199008354768,25217.33808883672,226.02756939136066]",False,150,1000,False,False,70,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_joint_upper_95_ablation,pooled_cnn,17,5b2c960052a2205fbab9,ood:3109:efb5c7642b3f28db,ood,single_interface,3109,0.6957997493371458,1.1774330279265837,0.6979974222310433,1.1822289331831388,0.687697898694753,1.0656736751936888,1.0154127167998728,True,0.0,0.0031485401290924056,0.004056663749247137,-0.011781118799068825,-0.10487202164638466,False,True,joint_upper_only,session_joint_conformal_upper_ablation,sensor_only,0.0,8fd9be9b5b38f474263081971d54b19db07d2201449bd8de2b4e7565d4f747b7,False,False,True,-0.011781118799068825,-0.10487202164638466,0.015037370804411811,0.052942665339274005,0.4216965034285822,False,NONE,0.12302987230877277,67,913.428868826572,141.6664352113963,"[266.5941208750449,421.7235994712273,225.11114848029996]","[19.419845008244394,47.51984517044823,74.72674503270368]","{""camera_lower"":false,""camera_lower_informative"":true,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":true,""global_upper"":true}",45288.4685061701,"[4129.242775851113,40880.93853108861,278.2871992303817]",False,150,1000,False,False,67,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_global_upper_95_ablation,pooled_cnn,17,5b2c960052a2205fbab9,ood:3109:efb5c7642b3f28db,ood,single_interface,3109,0.6959267366999311,1.1780450498949526,0.6979974222310433,1.1822289331831388,0.687697898694753,1.0656736751936888,1.039969911821418,True,0.0,0.002966609138030328,0.0035389789327191774,-0.011965774536749994,-0.10544632687941739,False,True,global_upper_only,session_global_conformal_upper_ablation,sensor_only,0.0,991f72955e741e12fcd05450698366e73c4f2b994d95c42def649054d9bf0e7e,False,False,True,-0.011965774536749994,-0.10544632687941739,0.017120052153941783,0.05422305442263546,0.6493816315762113,False,NONE,0.10810204674958314,66,913.428868826572,180.45483828796526,"[266.5941208750449,421.7235994712273,225.11114848029996]","[28.939528057515723,67.52970663228457,83.98560359816496]","{""camera_lower"":true,""camera_lower_informative"":true,""camera_upper"":false,""global_lower"":true,""global_lower_informative"":true,""global_upper"":true}",45288.4685061701,"[4129.242775851113,40880.93853108861,278.2871992303817]",False,150,1000,False,False,66,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_target_mismatch_oracle_fraction_025,pooled_cnn,17,5b2c960052a2205fbab9,ood:3109:efb5c7642b3f28db,ood,single_interface,3109,0.6979974222310433,1.1822289331831388,0.6979974222310433,1.1822289331831388,0.687697898694753,1.0656736751936888,1.2796674719784238,False,0.0,0.0,0.0,-0.014976814028134767,-0.10937237233364687,False,True,joint_two_sided,evaluator_only_fractional_model_mismatch_oracle,exact_target_oracle_triangle_bound,0.25,59834e63219be6cebe5400a8922e5015718d1ce00a18f8a728187ecb3284207d,True,False,True,-0.014976814028134767,-0.10937237233364687,0.03883101976381849,0.06672066007605566,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,913.428868826572,913.428868826572,"[266.5941208750449,421.7235994712273,225.11114848029996]","[266.5941208750449,421.7235994712273,225.11114848029996]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":false,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",45288.4685061701,"[4129.242775851113,40880.93853108861,278.2871992303817]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_target_mismatch_oracle_fraction_050,pooled_cnn,17,5b2c960052a2205fbab9,ood:3109:efb5c7642b3f28db,ood,single_interface,3109,0.6979974222310433,1.1822289331831388,0.6979974222310433,1.1822289331831388,0.687697898694753,1.0656736751936888,1.2796674719784238,False,0.0,0.0,0.0,-0.014976814028134767,-0.10937237233364687,False,True,joint_two_sided,evaluator_only_fractional_model_mismatch_oracle,exact_target_oracle_triangle_bound,0.5,6213bc0687b702a48a7e1d498d46b981fb6a43d93b44b2f017a7986c1baf4a00,True,False,True,-0.014976814028134767,-0.10937237233364687,0.03883101976381849,0.06672066007605566,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,913.428868826572,913.428868826572,"[266.5941208750449,421.7235994712273,225.11114848029996]","[266.5941208750449,421.7235994712273,225.11114848029996]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",45288.4685061701,"[4129.242775851113,40880.93853108861,278.2871992303817]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_target_mismatch_oracle_fraction_075,pooled_cnn,17,5b2c960052a2205fbab9,ood:3109:efb5c7642b3f28db,ood,single_interface,3109,0.6979974222310433,1.1822289331831388,0.6979974222310433,1.1822289331831388,0.687697898694753,1.0656736751936888,1.2796674719784238,False,0.0,0.0,0.0,-0.014976814028134767,-0.10937237233364687,False,True,joint_two_sided,evaluator_only_fractional_model_mismatch_oracle,exact_target_oracle_triangle_bound,0.75,16bc45c63ae0e8c967816a8730e8b30ec22beb0088c06938636b246f304f6253,True,False,True,-0.014976814028134767,-0.10937237233364687,0.03883101976381849,0.06672066007605566,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,913.428868826572,913.428868826572,"[266.5941208750449,421.7235994712273,225.11114848029996]","[266.5941208750449,421.7235994712273,225.11114848029996]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",45288.4685061701,"[4129.242775851113,40880.93853108861,278.2871992303817]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_exact_target_mismatch_oracle_fraction_100,pooled_cnn,17,5b2c960052a2205fbab9,ood:3109:efb5c7642b3f28db,ood,single_interface,3109,0.6979974222310433,1.1822289331831388,0.6979974222310433,1.1822289331831388,0.687697898694753,1.0656736751936888,1.2796674719784238,False,0.0,0.0,0.0,-0.014976814028134767,-0.10937237233364687,False,True,joint_two_sided,evaluator_only_exact_model_mismatch_oracle,exact_target_oracle_triangle_bound,1.0,671a9d1beaa72c6f490fea827d720431e04efad99f1dd5fcc255cedacb566fc7,True,False,True,-0.014976814028134767,-0.10937237233364687,0.03883101976381849,0.06672066007605566,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,913.428868826572,913.428868826572,"[266.5941208750449,421.7235994712273,225.11114848029996]","[266.5941208750449,421.7235994712273,225.11114848029996]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",45288.4685061701,"[4129.242775851113,40880.93853108861,278.2871992303817]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_joint_two_sided_95,pooled_cnn,17,8c0534437252e57531b4,ood:3109:efb5c7642b3f28db,ood,two_interface,3109,0.7369856181260798,1.3693170735109776,0.7404625932961278,1.3656125500188505,0.6065993716332124,1.0464461012043476,1.10155536757921,True,0.0,0.004695679702833494,-0.002712719279034156,-0.21494622742818623,-0.3085404703931145,False,True,joint_two_sided,session_joint_conformal_band,sensor_only,0.0,58cc2bb998f749b6b47a201f9d5794fc243826a1d1e3f31678e4ccd8fd1e5589,False,False,True,-0.21494622742818623,-0.3085404703931145,0.02950999381567991,0.09840516037036322,1.0,False,NONE,0.07632959034999263,65,618.9337530727031,168.68898200684447,"[123.78405863624454,305.98097217667384,189.16872225978472]","[29.496599271985396,67.15922196491266,72.03316076994642]","{""camera_lower"":true,""camera_lower_informative"":true,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":true,""global_upper"":true}",13431.025972646054,"[244.5244116990447,13060.99168485874,125.50987608826601]",False,150,1000,False,False,65,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
isotropic_joint_two_sided_95,pooled_cnn,17,8c0534437252e57531b4,ood:3109:efb5c7642b3f28db,ood,two_interface,3109,0.7174966026322419,1.3381853455940487,0.7404625932961278,1.3656125500188505,0.6065993716332124,1.0464461012043476,0.6602056590190907,True,0.0,0.03101573377482057,0.02008417718804887,-0.18281791275261133,-0.27879051205211663,False,True,joint_two_sided,session_joint_conformal_band,sensor_only,0.0,1b2ac529c629f8777ba1a31ec5828dcb8e1880e92fe764e14a24684447560259,False,False,True,-0.18281791275261133,-0.27879051205211663,0.038299285333485825,0.05897810102452549,0.11547819846894582,False,NONE,0.27309204966010203,70,1018.0908858481611,156.21404298365675,"[162.36721291900744,314.66619132192966,541.0574816072241]","[29.215169992427146,23.589627340294882,103.40924565093472]","{""camera_lower"":true,""camera_lower_informative"":true,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":true,""global_upper"":true}",8194.525968397114,"[134.70455748169036,7968.307139718291,91.51427119713418]",False,150,1000,False,False,70,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_joint_upper_95_ablation,pooled_cnn,17,8c0534437252e57531b4,ood:3109:efb5c7642b3f28db,ood,two_interface,3109,0.7369856181260798,1.3693170735109776,0.7404625932961278,1.3656125500188505,0.6065993716332124,1.0464461012043476,1.10155536757921,True,0.0,0.004695679702833494,-0.002712719279034156,-0.21494622742818623,-0.3085404703931145,False,True,joint_upper_only,session_joint_conformal_upper_ablation,sensor_only,0.0,8fd9be9b5b38f474263081971d54b19db07d2201449bd8de2b4e7565d4f747b7,False,False,True,-0.21494622742818623,-0.3085404703931145,0.02950999381567991,0.09840516037036322,1.0,False,NONE,0.07632959034999263,65,618.9337530727031,168.68898200684447,"[123.78405863624454,305.98097217667384,189.16872225978472]","[29.496599271985396,67.15922196491266,72.03316076994642]","{""camera_lower"":true,""camera_lower_informative"":true,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":true,""global_upper"":true}",13431.025972646054,"[244.5244116990447,13060.99168485874,125.50987608826601]",False,150,1000,False,False,65,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_global_upper_95_ablation,pooled_cnn,17,8c0534437252e57531b4,ood:3109:efb5c7642b3f28db,ood,two_interface,3109,0.7369856181260798,1.3693170735109776,0.7404625932961278,1.3656125500188505,0.6065993716332124,1.0464461012043476,1.10155536757921,True,0.0,0.004695679702833494,-0.002712719279034156,-0.21494622742818623,-0.3085404703931145,False,True,global_upper_only,session_global_conformal_upper_ablation,sensor_only,0.0,991f72955e741e12fcd05450698366e73c4f2b994d95c42def649054d9bf0e7e,False,False,True,-0.21494622742818623,-0.3085404703931145,0.02950999381567991,0.09840516037036322,1.0,False,NONE,0.07632959034999263,65,618.9337530727031,168.68898200684447,"[123.78405863624454,305.98097217667384,189.16872225978472]","[29.496599271985396,67.15922196491266,72.03316076994642]","{""camera_lower"":true,""camera_lower_informative"":true,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":true,""global_upper"":true}",13431.025972646054,"[244.5244116990447,13060.99168485874,125.50987608826601]",False,150,1000,False,False,65,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_target_mismatch_oracle_fraction_025,pooled_cnn,17,8c0534437252e57531b4,ood:3109:efb5c7642b3f28db,ood,two_interface,3109,0.7404625932961278,1.3656125500188505,0.7404625932961278,1.3656125500188505,0.6065993716332124,1.0464461012043476,1.2562944377423906,False,0.0,0.0,0.0,-0.22067814099856572,-0.3050003707282931,False,True,joint_two_sided,evaluator_only_fractional_model_mismatch_oracle,exact_target_oracle_triangle_bound,0.25,59834e63219be6cebe5400a8922e5015718d1ce00a18f8a728187ecb3284207d,True,False,True,-0.22067814099856572,-0.3050003707282931,0.05912108508411831,0.11222845374546789,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,618.9337530727031,618.9337530727031,"[123.78405863624454,305.98097217667384,189.16872225978472]","[123.78405863624454,305.98097217667384,189.16872225978472]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":false,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",13431.025972646054,"[244.5244116990447,13060.99168485874,125.50987608826601]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_target_mismatch_oracle_fraction_050,pooled_cnn,17,8c0534437252e57531b4,ood:3109:efb5c7642b3f28db,ood,two_interface,3109,0.7404625932961278,1.3656125500188505,0.7404625932961278,1.3656125500188505,0.6065993716332124,1.0464461012043476,1.2562944377423906,False,0.0,0.0,0.0,-0.22067814099856572,-0.3050003707282931,False,True,joint_two_sided,evaluator_only_fractional_model_mismatch_oracle,exact_target_oracle_triangle_bound,0.5,6213bc0687b702a48a7e1d498d46b981fb6a43d93b44b2f017a7986c1baf4a00,True,False,True,-0.22067814099856572,-0.3050003707282931,0.05912108508411831,0.11222845374546789,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,618.9337530727031,618.9337530727031,"[123.78405863624454,305.98097217667384,189.16872225978472]","[123.78405863624454,305.98097217667384,189.16872225978472]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",13431.025972646054,"[244.5244116990447,13060.99168485874,125.50987608826601]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_target_mismatch_oracle_fraction_075,pooled_cnn,17,8c0534437252e57531b4,ood:3109:efb5c7642b3f28db,ood,two_interface,3109,0.7404625932961278,1.3656125500188505,0.7404625932961278,1.3656125500188505,0.6065993716332124,1.0464461012043476,1.2562944377423906,False,0.0,0.0,0.0,-0.22067814099856572,-0.3050003707282931,False,True,joint_two_sided,evaluator_only_fractional_model_mismatch_oracle,exact_target_oracle_triangle_bound,0.75,16bc45c63ae0e8c967816a8730e8b30ec22beb0088c06938636b246f304f6253,True,False,True,-0.22067814099856572,-0.3050003707282931,0.05912108508411831,0.11222845374546789,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,618.9337530727031,618.9337530727031,"[123.78405863624454,305.98097217667384,189.16872225978472]","[123.78405863624454,305.98097217667384,189.16872225978472]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",13431.025972646054,"[244.5244116990447,13060.99168485874,125.50987608826601]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
structured_exact_target_mismatch_oracle_fraction_100,pooled_cnn,17,8c0534437252e57531b4,ood:3109:efb5c7642b3f28db,ood,two_interface,3109,0.7404625932961278,1.3656125500188505,0.7404625932961278,1.3656125500188505,0.6065993716332124,1.0464461012043476,1.2562944377423906,False,0.0,0.0,0.0,-0.22067814099856572,-0.3050003707282931,False,True,joint_two_sided,evaluator_only_exact_model_mismatch_oracle,exact_target_oracle_triangle_bound,1.0,671a9d1beaa72c6f490fea827d720431e04efad99f1dd5fcc255cedacb566fc7,True,False,True,-0.22067814099856572,-0.3050003707282931,0.05912108508411831,0.11222845374546789,inf,True,NO_ALPHA_SATISFIED_FROZEN_GATE_RETURN_RAW,0.0,129,618.9337530727031,618.9337530727031,"[123.78405863624454,305.98097217667384,189.16872225978472]","[123.78405863624454,305.98097217667384,189.16872225978472]","{""camera_lower"":true,""camera_lower_informative"":false,""camera_upper"":true,""global_lower"":true,""global_lower_informative"":false,""global_upper"":true}",13431.025972646054,"[244.5244116990447,13060.99168485874,125.50987608826601]",False,150,1000,False,False,129,13F/13AT learned preparation plus unmatched evaluator-only dense assembly and alpha-grid solves,13,13
