partition,base_seed,family,geometry_digest,rank,target_l2,adjoint_oracle_residual_ratio,target_adjoint_norm,offline_evaluator_adjoint_calls
fit,1101,smooth_no_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,1,1e-08,0.9785541176306508,2.434799638379242,2
fit,1101,single_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,1,1e-08,0.6788596018224213,3.4087653021742708,2
fit,1117,smooth_no_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,1,1e-08,0.8890726576836465,1.6989723276221387,2
fit,1117,single_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,1,1e-08,0.9854296373313747,5.410447145692945,2
fit,1129,smooth_no_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,1,1e-08,0.5891327050819035,1.897990903823605,2
fit,1129,single_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,1,1e-08,0.6926368204087063,2.9229295157427386,2
fit,1151,smooth_no_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,1,1e-08,0.7210771645345323,2.4693254842563683,2
fit,1151,single_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,1,1e-08,0.9993962118001363,1.5499354723165524,2
fit,1163,smooth_no_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,1,1e-08,0.7747036087270149,3.5187923719782144,2
fit,1163,single_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,1,1e-08,0.9308920635116651,3.9594963000290115,2
fit,1181,smooth_no_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,1,1e-08,0.8717129265795361,1.819094723360128,2
fit,1181,single_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,1,1e-08,0.9994937619253381,3.5733618108838723,2
fit,1193,smooth_no_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,1,1e-08,0.6641460126304899,1.4464108930263555,2
fit,1193,single_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,1,1e-08,0.7569771933798863,3.0642070996151065,2
fit,1201,smooth_no_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,1,1e-08,0.5400008071250357,1.1784986282193195,2
fit,1201,single_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,1,1e-08,0.7125683839361372,2.652879156438578,2
fit,1213,smooth_no_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,1,1e-08,0.8967486325479087,1.58001299077424,2
fit,1213,single_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,1,1e-08,0.5354218270052712,2.1717870485155553,2
fit,1229,smooth_no_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,1,1e-08,0.44447885537506854,1.771755801795182,2
fit,1229,single_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,1,1e-08,0.8525435367784978,3.692858233680339,2
fit,1237,smooth_no_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,1,1e-08,0.7438945286921083,2.061056339283124,2
fit,1237,single_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,1,1e-08,0.9831761331683578,1.6099793389795578,2
fit,1259,smooth_no_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,1,1e-08,0.876866654051812,2.416020500214247,2
fit,1259,single_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,1,1e-08,0.9189161811218239,4.1872017326390685,2
fit,1101,smooth_no_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,1,0.0001,0.9785541176408074,2.434799638379242,2
fit,1101,single_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,1,0.0001,0.678859602008441,3.4087653021742708,2
fit,1117,smooth_no_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,1,0.0001,0.8890726577394007,1.6989723276221387,2
fit,1117,single_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,1,0.0001,0.9854296373383187,5.410447145692945,2
fit,1129,smooth_no_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,1,0.0001,0.5891327053474875,1.897990903823605,2
fit,1129,single_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,1,0.0001,0.6926368205887029,2.9229295157427386,2
fit,1151,smooth_no_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,1,0.0001,0.7210771646919194,2.4693254842563683,2
fit,1151,single_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,1,0.0001,0.9993962118004218,1.5499354723165524,2
fit,1163,smooth_no_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,1,0.0001,0.7747036088513055,3.5187923719782144,2
fit,1163,single_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,1,0.0001,0.9308920635461858,3.9594963000290115,2
fit,1181,smooth_no_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,1,0.0001,0.8717129266450518,1.819094723360128,2
fit,1181,single_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,1,0.0001,0.9994937619255795,3.5733618108838723,2
fit,1193,smooth_no_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,1,0.0001,0.6641460128269151,1.4464108930263555,2
fit,1193,single_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,1,0.0001,0.7569771935115447,3.0642070996151065,2
fit,1201,smooth_no_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,1,0.0001,0.5400008074290246,1.1784986282193195,2
fit,1201,single_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,1,0.0001,0.7125683840962147,2.652879156438578,2
fit,1213,smooth_no_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,1,0.0001,0.8967486325982655,1.58001299077424,2
fit,1213,single_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,1,0.0001,0.5354218273124672,2.1717870485155553,2
fit,1229,smooth_no_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,1,0.0001,0.44447885580168056,1.771755801795182,2
fit,1229,single_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,1,0.0001,0.8525435368542139,3.692858233680339,2
fit,1237,smooth_no_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,1,0.0001,0.7438945288365851,2.061056339283124,2
fit,1237,single_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,1,0.0001,0.9831761331765242,1.6099793389795578,2
fit,1259,smooth_no_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,1,0.0001,0.8768666541147526,2.416020500214247,2
fit,1259,single_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,1,0.0001,0.9189161811622605,4.1872017326390685,2
fit,1101,smooth_no_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,1,0.01,0.97855421876001,2.434799638379242,2
fit,1101,single_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,1,0.01,0.6788614540700159,3.4087653021742708,2
fit,1117,smooth_no_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,1,0.01,0.8890732128312564,1.6989723276221387,2
fit,1117,single_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,1,0.01,0.9854297064759036,5.410447145692945,2
fit,1129,smooth_no_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,1,0.01,0.5891353494422401,1.897990903823605,2
fit,1129,single_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,1,0.01,0.6926386125922743,2.9229295157427386,2
fit,1151,smooth_no_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,1,0.01,0.721078731647997,2.4693254842563683,2
fit,1151,single_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,1,0.01,0.9993962146435764,1.5499354723165524,2
fit,1163,smooth_no_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,1,0.01,0.7747048462457322,3.5187923719782144,2
fit,1163,single_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,1,0.01,0.9308924072232331,3.9594963000290115,2
fit,1181,smooth_no_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,1,0.01,0.8717135789224089,1.819094723360128,2
fit,1181,single_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,1,0.01,0.9994937643237414,3.5733618108838723,2
fit,1193,smooth_no_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,1,0.01,0.6641479685006226,1.4464108930263555,2
fit,1193,single_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,1,0.01,0.7569785043484318,3.0642070996151065,2
fit,1201,smooth_no_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,1,0.01,0.5400038340873317,1.1784986282193195,2
fit,1201,single_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,1,0.01,0.7125699779057703,2.652879156438578,2
fit,1213,smooth_no_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,1,0.01,0.8967491339836607,1.58001299077424,2
fit,1213,single_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,1,0.01,0.5354248859367459,2.1717870485155553,2
fit,1229,smooth_no_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,1,0.01,0.44448310317117046,1.771755801795182,2
fit,1229,single_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,1,0.01,0.8525442906902935,3.692858233680339,2
fit,1237,smooth_no_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,1,0.01,0.7438959672160425,2.061056339283124,2
fit,1237,single_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,1,0.01,0.9831762144786584,1.6099793389795578,2
fit,1259,smooth_no_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,1,0.01,0.8768672807440052,2.416020500214247,2
fit,1259,single_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,1,0.01,0.9189165837397444,4.1872017326390685,2
fit,1101,smooth_no_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,2,1e-08,0.9348684562842564,2.434799638379242,3
fit,1101,single_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,2,1e-08,0.6787660251904952,3.4087653021742708,3
fit,1117,smooth_no_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,2,1e-08,0.8419589317210304,1.6989723276221387,3
fit,1117,single_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,2,1e-08,0.43618957983098,5.410447145692945,3
fit,1129,smooth_no_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,2,1e-08,0.4792613748605496,1.897990903823605,3
fit,1129,single_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,2,1e-08,0.6735362014227467,2.9229295157427386,3
fit,1151,smooth_no_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,2,1e-08,0.6541573663374977,2.4693254842563683,3
fit,1151,single_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,2,1e-08,0.9849367261971969,1.5499354723165524,3
fit,1163,smooth_no_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,2,1e-08,0.7698192596113007,3.5187923719782144,3
fit,1163,single_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,2,1e-08,0.7044778556043677,3.9594963000290115,3
fit,1181,smooth_no_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,2,1e-08,0.85556632596314,1.819094723360128,3
fit,1181,single_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,2,1e-08,0.552114010307332,3.5733618108838723,3
fit,1193,smooth_no_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,2,1e-08,0.6465228684046509,1.4464108930263555,3
fit,1193,single_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,2,1e-08,0.7082076840003172,3.0642070996151065,3
fit,1201,smooth_no_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,2,1e-08,0.5331557223960601,1.1784986282193195,3
fit,1201,single_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,2,1e-08,0.6007476563455291,2.652879156438578,3
fit,1213,smooth_no_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,2,1e-08,0.8688391110354553,1.58001299077424,3
fit,1213,single_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,2,1e-08,0.49490300836644674,2.1717870485155553,3
fit,1229,smooth_no_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,2,1e-08,0.44417174726617,1.771755801795182,3
fit,1229,single_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,2,1e-08,0.7879213117187266,3.692858233680339,3
fit,1237,smooth_no_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,2,1e-08,0.7371406083060743,2.061056339283124,3
fit,1237,single_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,2,1e-08,0.9776298970649505,1.6099793389795578,3
fit,1259,smooth_no_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,2,1e-08,0.8604821169504447,2.416020500214247,3
fit,1259,single_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,2,1e-08,0.6922563274761845,4.1872017326390685,3
fit,1101,smooth_no_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,2,0.0001,0.9348684563101995,2.434799638379242,3
fit,1101,single_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,2,0.0001,0.6787660253766787,3.4087653021742708,3
fit,1117,smooth_no_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,2,0.0001,0.8419589318022364,1.6989723276221387,3
fit,1117,single_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,2,0.0001,0.4361895800524221,5.410447145692945,3
fit,1129,smooth_no_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,2,0.0001,0.47926137525885654,1.897990903823605,3
fit,1129,single_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,2,0.0001,0.6735362016251706,2.9229295157427386,3
fit,1151,smooth_no_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,2,0.0001,0.6541573665538416,2.4693254842563683,3
fit,1151,single_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,2,0.0001,0.984936726201852,1.5499354723165524,3
fit,1163,smooth_no_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,2,0.0001,0.7698192597433845,3.5187923719782144,3
fit,1163,single_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,2,0.0001,0.7044778556960294,3.9594963000290115,3
fit,1181,smooth_no_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,2,0.0001,0.8555663260417177,1.819094723360128,3
fit,1181,single_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,2,0.0001,0.5521140104653325,3.5733618108838723,3
fit,1193,smooth_no_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,2,0.0001,0.6465228686259177,1.4464108930263555,3
fit,1193,single_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,2,0.0001,0.7082076841741453,3.0642070996151065,3
fit,1201,smooth_no_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,2,0.0001,0.5331557227161827,1.1784986282193195,3
fit,1201,single_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,2,0.0001,0.6007476565967999,2.652879156438578,3
fit,1213,smooth_no_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,2,0.0001,0.8688391111036283,1.58001299077424,3
fit,1213,single_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,2,0.0001,0.49490300873756726,2.1717870485155553,3
fit,1229,smooth_no_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,2,0.0001,0.4441717476984935,1.771755801795182,3
fit,1229,single_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,2,0.0001,0.7879213118047936,3.692858233680339,3
fit,1237,smooth_no_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,2,0.0001,0.7371406084595197,2.061056339283124,3
fit,1237,single_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,2,0.0001,0.9776298970757032,1.6099793389795578,3
fit,1259,smooth_no_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,2,0.0001,0.8604821170257063,2.416020500214247,3
fit,1259,single_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,2,0.0001,0.6922563275807354,4.1872017326390685,3
fit,1101,smooth_no_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,2,0.01,0.9348687146674629,2.434799638379242,3
fit,1101,single_interface,da6b2e0a6e4b84cedd4444d9dcd71503cd2c20378df2414960e3353b537c407a,2,0.01,0.6787678790178148,3.4087653021742708,3
fit,1117,smooth_no_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,2,0.01,0.841959740263474,1.6989723276221387,3
fit,1117,single_interface,6e9580a3129907266672d77d7e0a5862c0c64f705f419909025d6c60da893585,2,0.01,0.43619178748051873,5.410447145692945,3
fit,1129,smooth_no_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,2,0.01,0.4792653403850409,1.897990903823605,3
fit,1129,single_interface,eba4bb1a5f22d2276c9c091d92683cb17b958383e8a8f0ff49cbbb861995abdd,2,0.01,0.6735382167317897,2.9229295157427386,3
fit,1151,smooth_no_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,2,0.01,0.654159520269055,2.4693254842563683,3
fit,1151,single_interface,836c10eaba5383c8c7ec047f057ad9629f75aed88d72e7905084987515e4203d,2,0.01,0.9849367725809667,1.5499354723165524,3
fit,1163,smooth_no_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,2,0.01,0.7698205746147078,3.5187923719782144,3
fit,1163,single_interface,98e90ad43352dadcde3efe6826ae1511651c36520679a8b72030cbeda59dda3c,2,0.01,0.7044787692504911,3.9594963000290115,3
fit,1181,smooth_no_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,2,0.01,0.8555671082642281,1.819094723360128,3
fit,1181,single_interface,cab5e54627605eb0e89ba28cf4ddb3d9ecfae4af54b4e6f0c4f64ea7713405e7,2,0.01,0.5521155852541398,3.5733618108838723,3
fit,1193,smooth_no_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,2,0.01,0.6465250713727823,1.4464108930263555,3
fit,1193,single_interface,3084924562523ce943ba2943cb3b13827f3424bcc313af78bb31ff80e74bd1c8,2,0.01,0.7082094146458316,3.0642070996151065,3
fit,1201,smooth_no_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,2,0.01,0.5331589097744012,1.1784986282193195,3
fit,1201,single_interface,86f90bc98da3d4a2c72b47d55177a63c0c8b4d75b34583ef2c8294683179c008,2,0.01,0.6007501582140581,2.652879156438578,3
fit,1213,smooth_no_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,2,0.01,0.868839789802218,1.58001299077424,3
fit,1213,single_interface,75c35c11b41b23c353252dcc1d8b1f2855a07423640a2a113b5900aa47ddcc61,2,0.01,0.49490670339337317,2.1717870485155553,3
fit,1229,smooth_no_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,2,0.01,0.4441760516693331,1.771755801795182,3
fit,1229,single_interface,9f134cc3f709bd86732f24ba0a846a40bbfc8fc07190ab0826ad0f2cf36cd974,2,0.01,0.7879221690425017,3.692858233680339,3
fit,1237,smooth_no_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,2,0.01,0.7371421360143212,2.061056339283124,3
fit,1237,single_interface,5912c6c9b0a9cba3a9ae4bbf3f5e867bdde92487ebe687a941aca09dfd1aa488,2,0.01,0.9776300041237331,1.6099793389795578,3
fit,1259,smooth_no_interface,1770135a525625675ff72b7c0b1ab109b505b0161bc74dc871b3913ce93e991d,2,0.01,0.8604828662421232,2.416020500214247,3
