diagnostic_repeat,replicate,sample_index,reaction_family,iterations,singleton_field_relative_l2,singleton_gradient_relative_l2,singleton_front_top10_f1,parent_batch_field_relative_l2,parent_batch_gradient_relative_l2,parent_batch_front_top10_f1,absolute_difference_field_relative_l2,absolute_difference_gradient_relative_l2,absolute_difference_front_top10_f1
1,0,7,multi_plume,16,0.6086509823799133,0.6882558465003967,0.7756096720695496,0.6086471080780029,0.6882544755935669,0.7756096720695496,3.874301910400391e-06,1.3709068298339844e-06,0.0
1,0,7,multi_plume,32,0.5457509160041809,0.6183708906173706,0.7780487537384033,0.5469481348991394,0.6193313598632812,0.7780487537384033,0.001197218894958496,0.0009604692459106445,0.0
1,8,0,plume,4,0.5400388240814209,0.6706268191337585,0.795121967792511,0.5400388836860657,0.6706268787384033,0.795121967792511,5.960464477539063e-08,5.960464477539063e-08,0.0
1,8,0,plume,8,0.4307222068309784,0.5562631487846375,0.795121967792511,0.4306347668170929,0.5561493635177612,0.7941535115242004,8.744001388549805e-05,0.0001137852668762207,0.0009684562683105469
1,8,0,plume,16,0.2997044622898102,0.40406060218811035,0.8414633870124817,0.29968446493148804,0.40404197573661804,0.8414633870124817,1.9997358322143555e-05,1.862645149230957e-05,0.0
1,8,0,plume,32,0.21352435648441315,0.3088492453098297,0.8707317113876343,0.21476711332798004,0.31005042791366577,0.8682926893234253,0.0012427568435668945,0.0012011826038360596,0.0024390220642089844
1,8,1,wavy_front,4,0.41500574350357056,0.6222610473632812,0.6000000238418579,0.41500574350357056,0.6222609877586365,0.6000000238418579,0.0,5.960464477539063e-08,0.0
1,8,1,wavy_front,8,0.3444644808769226,0.5299773216247559,0.7146341800689697,0.3444631099700928,0.5299702882766724,0.7146341800689697,1.3709068298339844e-06,7.033348083496094e-06,0.0
1,8,1,wavy_front,16,0.30382874608039856,0.47643327713012695,0.7341463565826416,0.303661972284317,0.4761697053909302,0.7341463565826416,0.00016677379608154297,0.00026357173919677734,0.0
1,8,1,wavy_front,32,0.2636036276817322,0.42235445976257324,0.7634146213531494,0.2636008858680725,0.42235150933265686,0.7634146213531494,2.7418136596679688e-06,2.950429916381836e-06,0.0
1,8,2,thin_front,4,0.44160813093185425,0.7555962204933167,0.5682926774024963,0.44160813093185425,0.7555962204933167,0.5682926774024963,0.0,0.0,0.0
1,8,2,thin_front,8,0.46760690212249756,0.801096498966217,0.504878044128418,0.46761491894721985,0.8011174201965332,0.504878044128418,8.016824722290039e-06,2.092123031616211e-05,0.0
1,8,2,thin_front,16,0.37067729234695435,0.6488282084465027,0.704878032207489,0.370678186416626,0.6488259434700012,0.704878032207489,8.940696716308594e-07,2.2649765014648438e-06,0.0
1,8,2,thin_front,32,0.31796297430992126,0.5752590298652649,0.7609755992889404,0.3180488348007202,0.5753697156906128,0.7634146213531494,8.58604907989502e-05,0.00011068582534790039,0.0024390220642089844
1,8,3,double_front,4,0.49298739433288574,0.7059420943260193,0.6560975313186646,0.49298739433288574,0.7059421539306641,0.6560975313186646,0.0,5.960464477539063e-08,0.0
1,8,3,double_front,8,0.31139394640922546,0.500969648361206,0.8097560405731201,0.3113909661769867,0.5009453296661377,0.8097560405731201,2.9802322387695312e-06,2.4318695068359375e-05,0.0
1,8,3,double_front,16,0.2706587314605713,0.44698068499565125,0.8341463208198547,0.27066007256507874,0.44697967171669006,0.8341463208198547,1.341104507446289e-06,1.0132789611816406e-06,0.0
1,8,3,double_front,32,0.222248375415802,0.39222705364227295,0.8878048658370972,0.2221456617116928,0.3918769359588623,0.8878048658370972,0.0001027137041091919,0.00035011768341064453,0.0
1,8,4,annular_kernel,4,0.9433677792549133,0.9718400835990906,0.2780487835407257,0.9433677196502686,0.9718400835990906,0.2780487835407257,5.960464477539063e-08,0.0,0.0
1,8,4,annular_kernel,8,0.9345492720603943,0.9721457958221436,0.2658536732196808,0.9346218109130859,0.9721940755844116,0.2658536732196808,7.253885269165039e-05,4.8279762268066406e-05,0.0
1,8,4,annular_kernel,16,0.8798403739929199,0.9304481148719788,0.40000003576278687,0.8799367547035217,0.930487334728241,0.40000003576278687,9.638071060180664e-05,3.921985626220703e-05,0.0
1,8,4,annular_kernel,32,0.8976352214813232,0.9401484727859497,0.4121951162815094,0.89765864610672,0.9398282766342163,0.414634108543396,2.3424625396728516e-05,0.00032019615173339844,0.0024389922618865967
1,8,5,oblique_shock,4,0.5763055086135864,0.7656964063644409,0.4829268157482147,0.5763055086135864,0.7656964063644409,0.4829268157482147,0.0,0.0,0.0
1,8,5,oblique_shock,8,0.4650677740573883,0.670750081539154,0.6243902444839478,0.4650687277317047,0.6707475781440735,0.6243902444839478,9.5367431640625e-07,2.5033950805664062e-06,0.0
1,8,5,oblique_shock,16,0.38150903582572937,0.5712118148803711,0.70243901014328,0.38144516944885254,0.5712476372718811,0.704878032207489,6.386637687683105e-05,3.5822391510009766e-05,0.0024390220642089844
1,8,5,oblique_shock,32,0.3220392167568207,0.49126073718070984,0.7292683124542236,0.3220110237598419,0.4912208318710327,0.7317073345184326,2.8192996978759766e-05,3.9905309677124023e-05,0.0024390220642089844
1,8,6,vortex_pair,4,0.6620726585388184,0.7537437677383423,0.7097560167312622,0.6620725393295288,0.7537437081336975,0.7097560167312622,1.1920928955078125e-07,5.960464477539063e-08,0.0
1,8,6,vortex_pair,8,0.5592954754829407,0.6126235127449036,0.8024390339851379,0.5592454671859741,0.6126109957695007,0.8024390339851379,5.0008296966552734e-05,1.2516975402832031e-05,0.0
1,8,6,vortex_pair,16,0.36979737877845764,0.43792811036109924,0.8682926893234253,0.37494558095932007,0.443777859210968,0.8682926893234253,0.005148202180862427,0.005849748849868774,0.0
1,8,6,vortex_pair,32,0.32683655619621277,0.3787543475627899,0.8999999761581421,0.32812854647636414,0.3802284598350525,0.8999999761581421,0.0012919902801513672,0.0014741122722625732,0.0
1,8,7,multi_plume,4,0.7357779741287231,0.790706217288971,0.7097560167312622,0.7357780337333679,0.7907062768936157,0.7097560167312622,5.960464477539063e-08,5.960464477539063e-08,0.0
1,8,7,multi_plume,8,0.5432656407356262,0.609728217124939,0.8243902325630188,0.5432642102241516,0.6097544431686401,0.8243902325630188,1.430511474609375e-06,2.6226043701171875e-05,0.0
1,8,7,multi_plume,16,0.4231649339199066,0.5113376975059509,0.8341463208198547,0.42325788736343384,0.5113838911056519,0.8341463208198547,9.295344352722168e-05,4.6193599700927734e-05,0.0
1,8,7,multi_plume,32,0.30605342984199524,0.3873337209224701,0.8951218724250793,0.30614417791366577,0.38747990131378174,0.8951218724250793,9.074807167053223e-05,0.0001461803913116455,0.0
2,0,0,plume,4,0.5280283689498901,0.6848860383033752,0.8097560405731201,0.5280284285545349,0.6848860383033752,0.8097560405731201,5.960464477539063e-08,0.0,0.0
2,0,0,plume,8,0.36660993099212646,0.5094366669654846,0.8487805128097534,0.3666061758995056,0.5094345808029175,0.8487805128097534,3.7550926208496094e-06,2.086162567138672e-06,0.0
2,0,0,plume,16,0.2926178574562073,0.4287428855895996,0.8512195348739624,0.2926015853881836,0.428702712059021,0.8512195348739624,1.627206802368164e-05,4.017353057861328e-05,0.0
2,0,0,plume,32,0.22363156080245972,0.3421676754951477,0.8829268217086792,0.22364413738250732,0.3421836793422699,0.8829268217086792,1.2576580047607422e-05,1.6003847122192383e-05,0.0
2,0,1,wavy_front,4,0.4651361107826233,0.6373713612556458,0.5634146332740784,0.4651361107826233,0.6373713612556458,0.5634146332740784,0.0,0.0,0.0
2,0,1,wavy_front,8,0.3090623617172241,0.49132388830184937,0.6780487895011902,0.309072881937027,0.49134719371795654,0.6780487895011902,1.0520219802856445e-05,2.3305416107177734e-05,0.0
2,0,1,wavy_front,16,0.270942747592926,0.4319061040878296,0.7390244007110596,0.27093997597694397,0.4318997263908386,0.7390244007110596,2.771615982055664e-06,6.377696990966797e-06,0.0
2,0,1,wavy_front,32,0.24747420847415924,0.40783050656318665,0.7829268574714661,0.24748891592025757,0.40785446763038635,0.7829268574714661,1.4707446098327637e-05,2.396106719970703e-05,0.0
2,0,2,thin_front,4,0.5641828775405884,0.7816382050514221,0.6073170900344849,0.5641829371452332,0.7816382050514221,0.6073170900344849,5.960464477539063e-08,0.0,0.0
2,0,2,thin_front,8,0.565610945224762,0.7517315149307251,0.6048780679702759,0.5656101107597351,0.7517299652099609,0.6048780679702759,8.344650268554688e-07,1.5497207641601562e-06,0.0
2,0,2,thin_front,16,0.549424946308136,0.7193726897239685,0.5853658318519592,0.5494328737258911,0.7193838953971863,0.5853658318519592,7.927417755126953e-06,1.1205673217773438e-05,0.0
2,0,2,thin_front,32,0.5342246890068054,0.7037362456321716,0.5829268097877502,0.5342267751693726,0.7037349343299866,0.5829268097877502,2.086162567138672e-06,1.3113021850585938e-06,0.0
2,0,3,double_front,4,0.6568558216094971,0.7636653184890747,0.6390243768692017,0.6568557620048523,0.7636653780937195,0.6390243768692017,5.960464477539063e-08,5.960464477539063e-08,0.0
2,0,3,double_front,8,0.7371450066566467,0.8471972346305847,0.5634146332740784,0.7371461987495422,0.8472023010253906,0.5634146332740784,1.1920928955078125e-06,5.066394805908203e-06,0.0
2,0,3,double_front,16,0.5293257832527161,0.6555783748626709,0.7219512462615967,0.5288503766059875,0.6551936864852905,0.7219512462615967,0.0004754066467285156,0.0003846883773803711,0.0
2,0,3,double_front,32,0.5130489468574524,0.6528952121734619,0.7414634823799133,0.5130401253700256,0.6528938412666321,0.7414634823799133,8.821487426757812e-06,1.3709068298339844e-06,0.0
2,0,4,annular_kernel,4,0.9702354073524475,0.9959119558334351,0.2487804889678955,0.9702353477478027,0.9959119558334351,0.2487804889678955,5.960464477539063e-08,0.0,0.0
2,0,4,annular_kernel,8,0.9740046262741089,0.9933258891105652,0.35121950507164,0.974003255367279,0.9933345913887024,0.35121950507164,1.3709068298339844e-06,8.702278137207031e-06,0.0
2,0,4,annular_kernel,16,1.000967264175415,1.0032819509506226,0.3804877996444702,1.0016181468963623,1.0049105882644653,0.3878048360347748,0.0006508827209472656,0.0016286373138427734,0.007317036390304565
2,0,4,annular_kernel,32,1.0395019054412842,1.0339856147766113,0.39464071393013,1.039893627166748,1.0342384576797485,0.3951219320297241,0.0003917217254638672,0.00025284290313720703,0.0004812180995941162
2,0,5,oblique_shock,4,0.7460904717445374,0.9178203344345093,0.35853657126426697,0.7460904717445374,0.9178203344345093,0.35853657126426697,0.0,0.0,0.0
2,0,5,oblique_shock,8,0.6049172282218933,0.826926589012146,0.5536585450172424,0.6049172282218933,0.8269269466400146,0.5536585450172424,0.0,3.5762786865234375e-07,0.0
2,0,5,oblique_shock,16,0.5298581123352051,0.7741290926933289,0.5878048539161682,0.529614269733429,0.7739025950431824,0.5853658318519592,0.00024384260177612305,0.00022649765014648438,0.0024390220642089844
2,0,5,oblique_shock,32,0.47774839401245117,0.7251531481742859,0.6219512224197388,0.47779953479766846,0.725224494934082,0.6219512224197388,5.1140785217285156e-05,7.134675979614258e-05,0.0
2,0,6,vortex_pair,4,0.6389671564102173,0.7495201826095581,0.6609756350517273,0.6389670968055725,0.7495202422142029,0.6609756350517273,5.960464477539063e-08,5.960464477539063e-08,0.0
2,0,6,vortex_pair,8,0.5340531468391418,0.6070402264595032,0.7658536434173584,0.5339906811714172,0.6070342063903809,0.7658536434173584,6.246566772460938e-05,6.020069122314453e-06,0.0
2,0,6,vortex_pair,16,0.3424997925758362,0.42076197266578674,0.8585366010665894,0.3342055678367615,0.4139051139354706,0.8634146451950073,0.008294224739074707,0.006856858730316162,0.004878044128417969
2,0,6,vortex_pair,32,0.2818623483181,0.3448895812034607,0.8999999761581421,0.2818744480609894,0.34489184617996216,0.8999999761581421,1.2099742889404297e-05,2.2649765014648438e-06,0.0
2,0,7,multi_plume,4,0.6826563477516174,0.8120744824409485,0.6365853548049927,0.6826562881469727,0.8120744824409485,0.6365853548049927,5.960464477539063e-08,0.0,0.0
2,0,7,multi_plume,8,0.6380659341812134,0.7364990711212158,0.7463415265083313,0.6381151676177979,0.7366088628768921,0.7439024448394775,4.9233436584472656e-05,0.00010979175567626953,0.0024390816688537598
2,0,7,multi_plume,16,0.6086519360542297,0.6882573366165161,0.7756096720695496,0.6086471080780029,0.6882544755935669,0.7756096720695496,4.827976226806641e-06,2.86102294921875e-06,0.0
2,0,7,multi_plume,32,0.5467300415039062,0.6192628741264343,0.7804877161979675,0.5469481348991394,0.6193313598632812,0.7780487537384033,0.0002180933952331543,6.848573684692383e-05,0.002438962459564209
2,8,0,plume,4,0.5400388836860657,0.6706268191337585,0.795121967792511,0.5400388836860657,0.6706268787384033,0.795121967792511,0.0,5.960464477539063e-08,0.0
2,8,0,plume,8,0.430728554725647,0.5562707185745239,0.795121967792511,0.4306347668170929,0.5561493635177612,0.7941535115242004,9.378790855407715e-05,0.00012135505676269531,0.0009684562683105469
2,8,0,plume,16,0.29964983463287354,0.40398597717285156,0.8414633870124817,0.29968446493148804,0.40404197573661804,0.8414633870124817,3.463029861450195e-05,5.599856376647949e-05,0.0
2,8,0,plume,32,0.21606700122356415,0.3113064467906952,0.8682926893234253,0.21476711332798004,0.31005042791366577,0.8682926893234253,0.0012998878955841064,0.001256018877029419,0.0
2,8,1,wavy_front,4,0.41500574350357056,0.6222610473632812,0.6000000238418579,0.41500574350357056,0.6222609877586365,0.6000000238418579,0.0,5.960464477539063e-08,0.0
2,8,1,wavy_front,8,0.3444559872150421,0.5299357771873474,0.7146341800689697,0.3444631099700928,0.5299702882766724,0.7146341800689697,7.12275505065918e-06,3.451108932495117e-05,0.0
2,8,1,wavy_front,16,0.30376896262168884,0.4763367176055908,0.7341463565826416,0.303661972284317,0.4761697053909302,0.7341463565826416,0.00010699033737182617,0.00016701221466064453,0.0
2,8,1,wavy_front,32,0.2636133134365082,0.42236900329589844,0.7634146213531494,0.2636008858680725,0.42235150933265686,0.7634146213531494,1.2427568435668945e-05,1.749396324157715e-05,0.0
2,8,2,thin_front,4,0.44160813093185425,0.7555961608886719,0.5682926774024963,0.44160813093185425,0.7555962204933167,0.5682926774024963,0.0,5.960464477539063e-08,0.0
2,8,2,thin_front,8,0.4676031768321991,0.8010867834091187,0.504878044128418,0.46761491894721985,0.8011174201965332,0.504878044128418,1.1742115020751953e-05,3.063678741455078e-05,0.0
2,8,2,thin_front,16,0.37067708373069763,0.6488250494003296,0.704878032207489,0.370678186416626,0.6488259434700012,0.704878032207489,1.1026859283447266e-06,8.940696716308594e-07,0.0
2,8,2,thin_front,32,0.3181062638759613,0.5754538774490356,0.7634146213531494,0.3180488348007202,0.5753697156906128,0.7634146213531494,5.742907524108887e-05,8.416175842285156e-05,0.0
2,8,3,double_front,4,0.49298739433288574,0.7059420943260193,0.6560975313186646,0.49298739433288574,0.7059421539306641,0.6560975313186646,0.0,5.960464477539063e-08,0.0
2,8,3,double_front,8,0.3113919496536255,0.500952422618866,0.8097560405731201,0.3113909661769867,0.5009453296661377,0.8097560405731201,9.834766387939453e-07,7.092952728271484e-06,0.0
2,8,3,double_front,16,0.2706683874130249,0.446985125541687,0.8341463208198547,0.27066007256507874,0.44697967171669006,0.8341463208198547,8.314847946166992e-06,5.453824996948242e-06,0.0
2,8,3,double_front,32,0.22212688624858856,0.3920244574546814,0.8878048658370972,0.2221456617116928,0.3918769359588623,0.8878048658370972,1.8775463104248047e-05,0.0001475214958190918,0.0
2,8,4,annular_kernel,4,0.9433677792549133,0.9718400835990906,0.2780487835407257,0.9433677196502686,0.9718400835990906,0.2780487835407257,5.960464477539063e-08,0.0,0.0
2,8,4,annular_kernel,8,0.9345754384994507,0.9721630215644836,0.2658536732196808,0.9346218109130859,0.9721940755844116,0.2658536732196808,4.6372413635253906e-05,3.1054019927978516e-05,0.0
2,8,4,annular_kernel,16,0.8799502849578857,0.9304928779602051,0.40000003576278687,0.8799367547035217,0.930487334728241,0.40000003576278687,1.3530254364013672e-05,5.543231964111328e-06,0.0
2,8,4,annular_kernel,32,0.8976214528083801,0.9396024942398071,0.4121951162815094,0.89765864610672,0.9398282766342163,0.414634108543396,3.719329833984375e-05,0.0002257823944091797,0.0024389922618865967
2,8,5,oblique_shock,4,0.5763054490089417,0.7656964063644409,0.4829268157482147,0.5763055086135864,0.7656964063644409,0.4829268157482147,5.960464477539063e-08,0.0,0.0
2,8,5,oblique_shock,8,0.46506574749946594,0.6707573533058167,0.6243902444839478,0.4650687277317047,0.6707475781440735,0.6243902444839478,2.9802322387695312e-06,9.775161743164062e-06,0.0
2,8,5,oblique_shock,16,0.38062843680381775,0.5703123211860657,0.70243901014328,0.38144516944885254,0.5712476372718811,0.704878032207489,0.00081673264503479,0.0009353160858154297,0.0024390220642089844
2,8,5,oblique_shock,32,0.3220350444316864,0.4912586510181427,0.7292683124542236,0.3220110237598419,0.4912208318710327,0.7317073345184326,2.4020671844482422e-05,3.781914710998535e-05,0.0024390220642089844
2,8,6,vortex_pair,4,0.6620723605155945,0.7537435293197632,0.7097560167312622,0.6620725393295288,0.7537437081336975,0.7097560167312622,1.7881393432617188e-07,1.7881393432617188e-07,0.0
2,8,6,vortex_pair,8,0.5592092871665955,0.6126031279563904,0.8024390339851379,0.5592454671859741,0.6126109957695007,0.8024390339851379,3.618001937866211e-05,7.867813110351562e-06,0.0
2,8,6,vortex_pair,16,0.37221044301986694,0.44107502698898315,0.8682926893234253,0.37494558095932007,0.443777859210968,0.8682926893234253,0.002735137939453125,0.0027028322219848633,0.0
2,8,6,vortex_pair,32,0.32894882559776306,0.3810139298439026,0.8999999761581421,0.32812854647636414,0.3802284598350525,0.8999999761581421,0.0008202791213989258,0.0007854700088500977,0.0
2,8,7,multi_plume,4,0.7357779741287231,0.7907062768936157,0.7097560167312622,0.7357780337333679,0.7907062768936157,0.7097560167312622,5.960464477539063e-08,0.0,0.0
2,8,7,multi_plume,8,0.5432642102241516,0.609754741191864,0.8243902325630188,0.5432642102241516,0.6097544431686401,0.8243902325630188,0.0,2.980232238769531e-07,0.0
2,8,7,multi_plume,16,0.42318958044052124,0.5113506317138672,0.8341463208198547,0.42325788736343384,0.5113838911056519,0.8341463208198547,6.830692291259766e-05,3.325939178466797e-05,0.0
2,8,7,multi_plume,32,0.30325886607170105,0.3843627870082855,0.8975609540939331,0.30614417791366577,0.38747990131378174,0.8951218724250793,0.0028853118419647217,0.003117114305496216,0.0024390816688537598
