stratum,rig,K,method,hidden_action_relative_l2,gradient_cosine_median,gradient_relative_l2_median,query_count,dot_defect_max
in_class,0,4,nominal,0.10447193970681282,0.9683405673292544,0.2543014186754088,4,
in_class,0,4,secant,0.10172865895988754,0.9699323262866146,0.2495956101217873,4,
in_class,0,4,channel_gate,0.0004916476737712849,0.999999180238132,0.0013293480894918672,4,
in_class,0,4,gate_plus_secant,0.000634510419556196,0.9999986997499124,0.0016406360191106328,4,3.3259713271685956e-15
in_class,0,8,nominal,0.10447193970681282,0.9739776030721108,0.23478869993849766,8,
in_class,0,8,secant,0.09859582770394827,0.9793261469916656,0.20515238763724924,8,
in_class,0,8,channel_gate,0.0004893125106168631,0.9999993367265703,0.0011553644361262682,8,
in_class,0,8,gate_plus_secant,0.0008979394994537913,0.9999981640525798,0.0019300409344485175,8,7.280341191742665e-14
in_class,0,16,nominal,0.10447193970681282,0.9764820298141288,0.22288330047929605,16,
in_class,0,16,secant,0.09254620435080378,0.9817647187892673,0.19865740354858835,16,
in_class,0,16,channel_gate,0.00024047926620666946,0.9999998638255565,0.0005264448780879635,16,
in_class,0,16,gate_plus_secant,0.0011461334262921213,0.9999966497547745,0.0027508700354640704,16,1.098847022571557e-14
in_class,0,32,nominal,0.10447193970681282,0.9729596849040802,0.23675436368888403,32,
in_class,0,32,secant,0.07655518499498146,0.9850715756075072,0.17474359588684746,32,
in_class,0,32,channel_gate,0.00020356644808841947,0.9999998943674391,0.0004728631710357358,32,
in_class,0,32,gate_plus_secant,0.002104359791117958,0.999990014774446,0.004602622491457771,32,9.432267802854996e-15
in_class,1,4,nominal,0.09947747336907113,0.9725833399129196,0.23936228755296146,4,
in_class,1,4,secant,0.09544174439501689,0.9766572386797218,0.21782291333289353,4,
in_class,1,4,channel_gate,0.0006761159003699453,0.9999987589410297,0.0016049464516421446,4,
in_class,1,4,gate_plus_secant,0.000833932811183504,0.9999981719904414,0.001971228276085057,4,3.4080713802970234e-14
in_class,1,8,nominal,0.09947747336907113,0.974285573463403,0.22961273617899097,8,
in_class,1,8,secant,0.09223373373137005,0.9787375474068822,0.20669455004387594,8,
in_class,1,8,channel_gate,0.00038260666466117697,0.9999995622836806,0.0009527104638462748,8,
in_class,1,8,gate_plus_secant,0.0007589212007930736,0.9999981392507218,0.001998208288625058,8,3.994813170947802e-14
in_class,1,16,nominal,0.09947747336907113,0.9721616510795883,0.2365108542221082,16,
in_class,1,16,secant,0.08589257651641326,0.9807910905536238,0.19692581496702866,16,
in_class,1,16,channel_gate,0.00027206422649251076,0.9999998041446113,0.0006278742170737845,16,
in_class,1,16,gate_plus_secant,0.001175682335496658,0.9999966915100829,0.0026156477144664734,16,2.74176601027142e-15
in_class,1,32,nominal,0.09947747336907113,0.9771449601392881,0.2225705883702499,32,
in_class,1,32,secant,0.06981706483006012,0.9903728985352951,0.14309028411268304,32,
in_class,1,32,channel_gate,0.0001636297016591104,0.9999999320948783,0.0003709631728269686,32,
in_class,1,32,gate_plus_secant,0.001980830090679606,0.999989974648352,0.004613128619510236,32,8.287976449092755e-16
in_class,2,4,nominal,0.10012248181613957,0.9789499621873895,0.2079153840975812,4,
in_class,2,4,secant,0.09690043921906115,0.9793668760104672,0.20287507118853976,4,
in_class,2,4,channel_gate,0.0004978822668397291,0.9999994118588262,0.001118392931127582,4,
in_class,2,4,gate_plus_secant,0.0006471676979019883,0.9999991840071988,0.0012948322782677713,4,8.099261585754804e-15
in_class,2,8,nominal,0.10012248181613957,0.9743400619768875,0.23232890070309922,8,
in_class,2,8,secant,0.09376614412393312,0.9780647010489292,0.21532096220454883,8,
in_class,2,8,channel_gate,0.0003593865087668512,0.9999996577035009,0.0008681750120524879,8,
in_class,2,8,gate_plus_secant,0.0008425296428546971,0.9999983087156112,0.0018533705064580166,8,3.070930285458514e-14
in_class,2,16,nominal,0.10012248181613957,0.9747107836622456,0.22458978874699853,16,
in_class,2,16,secant,0.08736143846692637,0.9837831218081574,0.17940930813407452,16,
in_class,2,16,channel_gate,0.000265971320485705,0.999999829565736,0.0005848845453243064,16,
in_class,2,16,gate_plus_secant,0.001245344404620929,0.9999966270280933,0.0026471889503708185,16,3.1638988245713036e-15
in_class,2,32,nominal,0.10012248181613957,0.9707365008490612,0.24015761282867407,32,
in_class,2,32,secant,0.07090515921544985,0.986702256315017,0.16541907632599323,32,
in_class,2,32,channel_gate,0.00016300931956050985,0.9999999245108663,0.00039181635681040904,32,
in_class,2,32,gate_plus_secant,0.001979598103482381,0.9999907246208892,0.004397805648814293,32,8.983985799903078e-15
in_class,3,4,nominal,0.10548008279811034,0.9689711718280944,0.25212670676185833,4,
in_class,3,4,secant,0.10187885273074929,0.9730100539263239,0.23789531833549854,4,
in_class,3,4,channel_gate,0.0005480909609407611,0.9999991806062989,0.001305909947438255,4,
in_class,3,4,gate_plus_secant,0.000776182333447872,0.9999984124102206,0.0018089270564578801,4,7.613656275573905e-15
in_class,3,8,nominal,0.10548008279811034,0.9710151205351244,0.2460540235556851,8,
in_class,3,8,secant,0.09702101370778454,0.9756527990178955,0.22090067591701903,8,
in_class,3,8,channel_gate,0.0003126488670498982,0.999999728634018,0.0007530735470572076,8,
in_class,3,8,gate_plus_secant,0.0008505434009954539,0.9999984948971536,0.0017839921488634755,8,1.9871906676721686e-15
in_class,3,16,nominal,0.10548008279811034,0.9746220777935022,0.23686515676656372,16,
in_class,3,16,secant,0.08898466693815231,0.9830937896262497,0.19361023026954743,16,
in_class,3,16,channel_gate,0.0002950078120677834,0.9999997930421165,0.000655563834783549,16,
in_class,3,16,gate_plus_secant,0.0011867034817035307,0.9999958337665514,0.002920294623369668,16,1.251230253711626e-14
in_class,3,32,nominal,0.10548008279811034,0.9714216652456422,0.24105077188644358,32,
in_class,3,32,secant,0.074638325785359,0.98604531301604,0.16708803306070563,32,
in_class,3,32,channel_gate,0.00015695341899444354,0.9999999379934701,0.00035324034226495845,32,
in_class,3,32,gate_plus_secant,0.0018839983388194777,0.9999903026806192,0.004445797242619944,32,3.370566343014881e-14
in_class,4,4,nominal,0.09915102976020165,0.9726943599796585,0.24350654421404436,4,
in_class,4,4,secant,0.09605593165745248,0.9753755885890834,0.22660945600315086,4,
in_class,4,4,channel_gate,0.0005832285500432366,0.9999991418027339,0.0013117327115639969,4,
in_class,4,4,gate_plus_secant,0.0007612055392796889,0.9999986122738755,0.0016957807789580014,4,1.2337917231147807e-14
in_class,4,8,nominal,0.09915102976020165,0.9776192404149986,0.22791976667378466,8,
in_class,4,8,secant,0.0934146403871244,0.978911746933212,0.21181213240605434,8,
in_class,4,8,channel_gate,0.0003358482287179891,0.999999737954657,0.0007277456391477318,8,
in_class,4,8,gate_plus_secant,0.0008023906596734158,0.9999987380152326,0.0016232981023015195,8,4.3724528918917097e-14
in_class,4,16,nominal,0.09915102976020165,0.976552007142286,0.2288359476950279,16,
in_class,4,16,secant,0.0869687367513364,0.9816831054707251,0.19242175996575483,16,
in_class,4,16,channel_gate,0.0002985373670914741,0.9999997505665841,0.0007134425658048793,16,
in_class,4,16,gate_plus_secant,0.0011943706427585841,0.9999967866319053,0.0025824709989434075,16,7.137493470229884e-15
in_class,4,32,nominal,0.09915102976020165,0.9709839503310707,0.2396197130848313,32,
in_class,4,32,secant,0.06924076976022245,0.9874027324500441,0.16174050769444198,32,
in_class,4,32,channel_gate,0.00015158061815597618,0.9999999370312846,0.0003569670565731853,32,
in_class,4,32,gate_plus_secant,0.002037597134366512,0.9999873988008945,0.005059050595983007,32,7.0722687199961924e-15
in_class,5,4,nominal,0.10082523216287671,0.9728842132354556,0.24182282290288765,4,
in_class,5,4,secant,0.09719994139809092,0.9735995037519327,0.2389281068682176,4,
in_class,5,4,channel_gate,0.000580542771797526,0.9999992037117373,0.001272499643305826,4,
in_class,5,4,gate_plus_secant,0.0007685912586900013,0.999998689773351,0.0016253844609374012,4,4.5438073431767275e-15
in_class,5,8,nominal,0.10082523216287671,0.9747486064078668,0.2251928804062993,8,
in_class,5,8,secant,0.09467073325982817,0.978012053726638,0.21063577476959422,8,
in_class,5,8,channel_gate,0.0004261357330586647,0.9999995431188238,0.0009610362731178885,8,
in_class,5,8,gate_plus_secant,0.0009133881409228272,0.9999981606357042,0.0019293967072071842,8,1.3682819868168582e-14
in_class,5,16,nominal,0.10082523216287671,0.9699138694563114,0.24485640196277986,16,
in_class,5,16,secant,0.08881687973762471,0.9778480602941078,0.21289887555684023,16,
in_class,5,16,channel_gate,0.00029887570173901774,0.9999997474180249,0.0007263017288315873,16,
in_class,5,16,gate_plus_secant,0.0011137313069320709,0.9999968892075128,0.0025015880302438546,16,1.0704937686432949e-13
in_class,5,32,nominal,0.10082523216287671,0.9702852275334832,0.24739201326876398,32,
in_class,5,32,secant,0.0714873832371097,0.9873833774258903,0.16322834432632932,32,
in_class,5,32,channel_gate,0.00021299799509524493,0.9999998800832205,0.0004930467421126196,32,
in_class,5,32,gate_plus_secant,0.0020609938970396233,0.9999887115778869,0.004794172516789116,32,1.898764623805298e-13
in_class,6,4,nominal,0.11137985671853605,0.9656738678915477,0.2780678745609601,4,
in_class,6,4,secant,0.10788983611866194,0.9675144348815697,0.273166791836142,4,
in_class,6,4,channel_gate,0.0004597027626377693,0.9999994422760867,0.00106490372527833,4,
in_class,6,4,gate_plus_secant,0.0006752581213462028,0.9999990075935997,0.001420731141535432,4,4.2844754889852154e-15
in_class,6,8,nominal,0.11137985671853605,0.9684290642467773,0.25789366250953905,8,
in_class,6,8,secant,0.10393325178407584,0.9716283475393015,0.24023227939314945,8,
in_class,6,8,channel_gate,0.00036184283544107946,0.9999996851849584,0.0008066750975643158,8,
in_class,6,8,gate_plus_secant,0.0007760723794758196,0.9999987253116975,0.0016569026275681045,8,6.914217319054153e-15
in_class,6,16,nominal,0.11137985671853605,0.9690989629787455,0.25356820996993557,16,
in_class,6,16,secant,0.09501127924748413,0.9783012363066017,0.21725640242643945,16,
in_class,6,16,channel_gate,0.0001951747699838943,0.9999999083832329,0.0004303591908043448,16,
in_class,6,16,gate_plus_secant,0.001125962712069311,0.9999972524895205,0.002396073502279365,16,1.3784878779503408e-14
in_class,6,32,nominal,0.11137985671853605,0.9590925058672484,0.29271767524827935,32,
in_class,6,32,secant,0.07600701784697285,0.9807517307526841,0.19862423489335318,32,
in_class,6,32,channel_gate,0.00016817707834557518,0.9999999113171907,0.00043156660863365496,32,
in_class,6,32,gate_plus_secant,0.002004670735929577,0.9999872759932324,0.005248123817249749,32,8.371717982470388e-16
in_class,7,4,nominal,0.10783733236171787,0.9780655429825285,0.2199405935056783,4,
in_class,7,4,secant,0.10318989106410717,0.9793838608444358,0.21126285449017282,4,
in_class,7,4,channel_gate,0.0004907277919270984,0.9999995469947376,0.0009564421493864375,4,
in_class,7,4,gate_plus_secant,0.0007083656705259906,0.9999991522098897,0.0013070310487071602,4,1.2708098597773044e-15
in_class,7,8,nominal,0.10783733236171787,0.9683014918932522,0.25450399175240773,8,
in_class,7,8,secant,0.0989320434566391,0.9744853142589885,0.22715349857544698,8,
in_class,7,8,channel_gate,0.0003982634998918351,0.9999995756138838,0.000932218252437761,8,
in_class,7,8,gate_plus_secant,0.000884958988659207,0.9999982945639616,0.0019199788644230264,8,3.810647558863774e-15
in_class,7,16,nominal,0.10783733236171787,0.9731605043186234,0.23019880294921485,16,
in_class,7,16,secant,0.09093943168712482,0.9812292575848229,0.21011776179342986,16,
in_class,7,16,channel_gate,0.0002630248086180756,0.9999998434366364,0.0005598813560360343,16,
in_class,7,16,gate_plus_secant,0.0012473631369780277,0.9999961337971064,0.0027854745471185905,16,6.040261799890758e-14
in_class,7,32,nominal,0.10783733236171787,0.9722923330131388,0.24175127982586767,32,
in_class,7,32,secant,0.07465157881597262,0.9850979918802517,0.18168608423984192,32,
in_class,7,32,channel_gate,0.00020242400895604563,0.9999999044703305,0.0004395607669679725,32,
in_class,7,32,gate_plus_secant,0.001960220328103714,0.9999895498426327,0.00466064207158561,32,1.747555859043322e-14
in_class,8,4,nominal,0.10093117116667145,0.9685656302906613,0.25735637685629464,4,
in_class,8,4,secant,0.0989602140439803,0.9695981133398897,0.24988247387824325,4,
in_class,8,4,channel_gate,0.0005683643244941273,0.999998950928346,0.0014769525710122584,4,
in_class,8,4,gate_plus_secant,0.0007082675795453205,0.9999982595482395,0.0018955845077555252,4,2.7243461924354033e-14
in_class,8,8,nominal,0.10093117116667145,0.9722392287433348,0.24060865419711996,8,
in_class,8,8,secant,0.09560171727717809,0.9773007122101935,0.2179231955350355,8,
in_class,8,8,channel_gate,0.000412574823378634,0.9999994897458094,0.001011913813754126,8,
in_class,8,8,gate_plus_secant,0.0008730639165895262,0.9999976970052056,0.0022166073791733704,8,9.80757406738891e-15
in_class,8,16,nominal,0.10093117116667145,0.972372137306639,0.24228859024205612,16,
in_class,8,16,secant,0.08926439625896744,0.9798052436570897,0.20592903353672165,16,
in_class,8,16,channel_gate,0.0002769494672741976,0.9999997987238936,0.0006391650045283195,16,
in_class,8,16,gate_plus_secant,0.0011072832695380984,0.9999976855697464,0.002183847465617471,16,1.3496504497355919e-14
in_class,8,32,nominal,0.10093117116667145,0.9729541168675746,0.2379454004550805,32,
in_class,8,32,secant,0.07177284092322629,0.9860075066908847,0.17496145936963303,32,
in_class,8,32,channel_gate,0.00013825219303385293,0.999999946007424,0.0003370000056208756,32,
in_class,8,32,gate_plus_secant,0.001935902357879422,0.9999901879084099,0.004492929865374075,32,5.415462027153748e-15
in_class,9,4,nominal,0.09739044197663942,0.9691689930179537,0.24996989706989564,4,
in_class,9,4,secant,0.09453647863657007,0.9717062400771275,0.240754652282114,4,
in_class,9,4,channel_gate,0.0004939047442317617,0.999999254466883,0.001224628298446721,4,
in_class,9,4,gate_plus_secant,0.0006697057673168368,0.9999987842068864,0.001571034898407802,4,2.866422669595998e-15
in_class,9,8,nominal,0.09739044197663942,0.976417977219725,0.22185310589186474,8,
in_class,9,8,secant,0.09243414225613758,0.9793646809479671,0.20534997759441476,8,
in_class,9,8,channel_gate,0.0004045274292246382,0.9999995784086471,0.0009512031864471776,8,
in_class,9,8,gate_plus_secant,0.0008188236862673266,0.9999983078072383,0.001884545355960308,8,1.1560186131786326e-14
in_class,9,16,nominal,0.09739044197663942,0.9753103347017336,0.230911612507066,16,
in_class,9,16,secant,0.08644210327545326,0.9811404482264747,0.198927395676218,16,
in_class,9,16,channel_gate,0.00018180925285236758,0.9999999196256322,0.00040480246050872697,16,
in_class,9,16,gate_plus_secant,0.0010739784594878871,0.9999976040785428,0.0022244696355345132,16,8.421717798571577e-15
in_class,9,32,nominal,0.09739044197663942,0.9733936737550175,0.23067866786049396,32,
in_class,9,32,secant,0.070069406200869,0.9857468963097479,0.1762829269158558,32,
in_class,9,32,channel_gate,0.0002086766333553845,0.9999998829834871,0.0004902939361041172,32,
in_class,9,32,gate_plus_secant,0.0019342218429145924,0.9999896739613121,0.0046895365285346945,32,2.1151709852752366e-15
in_class,10,4,nominal,0.10830422553200485,0.9647542343601765,0.2730601882883369,4,
in_class,10,4,secant,0.10433321010960053,0.9692240064120557,0.25714957229349295,4,
in_class,10,4,channel_gate,0.00046971306328248295,0.999999307131592,0.0011895533865484177,4,
in_class,10,4,gate_plus_secant,0.0006768428003024985,0.9999988353655599,0.0015543861807300013,4,1.1946887658831876e-14
in_class,10,8,nominal,0.10830422553200485,0.9633464599866141,0.2731735637639932,8,
in_class,10,8,secant,0.10193162519078941,0.9652643323157359,0.26354524027084636,8,
in_class,10,8,channel_gate,0.00042121816392699107,0.9999994471745355,0.0010712533947293357,8,
in_class,10,8,gate_plus_secant,0.0007893942255363367,0.9999978448523249,0.00208812712862379,8,7.880979934892426e-15
in_class,10,16,nominal,0.10830422553200485,0.9638696853236026,0.2676109174624899,16,
in_class,10,16,secant,0.09478785524645658,0.9752318633760665,0.22726039989862404,16,
in_class,10,16,channel_gate,0.0002405509172366768,0.9999998511435182,0.0005542799272012324,16,
in_class,10,16,gate_plus_secant,0.0011377429263100505,0.9999966083095195,0.002643221314861265,16,4.938724986797069e-15
in_class,10,32,nominal,0.10830422553200485,0.9675880401874649,0.25854923182018913,32,
in_class,10,32,secant,0.07818894803973192,0.9858497333057403,0.16804838037200776,32,
in_class,10,32,channel_gate,0.00014605613390654252,0.9999999480425401,0.00032682425354717786,32,
in_class,10,32,gate_plus_secant,0.001903584550614658,0.999990403888264,0.004506863150303693,32,2.727403877984848e-15
in_class,11,4,nominal,0.09990353807546469,0.9727274821756668,0.23766235190999832,4,
in_class,11,4,secant,0.0977957481372417,0.975779303726064,0.23065808919648872,4,
in_class,11,4,channel_gate,0.0005536921856245757,0.9999992261411856,0.001252429639645121,4,
in_class,11,4,gate_plus_secant,0.0007617964219417088,0.9999986835124082,0.0016500779675365572,4,1.8867769886331817e-14
in_class,11,8,nominal,0.09990353807546469,0.9764533228399186,0.21825895429059744,8,
in_class,11,8,secant,0.09497950697311595,0.9816823919600233,0.19537927635748883,8,
in_class,11,8,channel_gate,0.00036761400094668446,0.9999996810067577,0.0008062440512291158,8,
in_class,11,8,gate_plus_secant,0.0008271105332777993,0.999998289971198,0.001859590354738872,8,3.2372052673724054e-15
in_class,11,16,nominal,0.09990353807546469,0.975271771722188,0.23445263731061186,16,
in_class,11,16,secant,0.08835302517443158,0.9801689305352596,0.20907978297952984,16,
in_class,11,16,channel_gate,0.00026901179381044,0.9999998222738383,0.0006143257928582591,16,
in_class,11,16,gate_plus_secant,0.0012106743215501096,0.9999973078414623,0.0023761008762249796,16,6.442367792533716e-15
in_class,11,32,nominal,0.09990353807546469,0.9703893974180666,0.24868807168132273,32,
in_class,11,32,secant,0.07430934510749358,0.9871981693791956,0.16501300031260255,32,
in_class,11,32,channel_gate,0.0001624868159657339,0.9999999297026334,0.0003760071198043224,32,
in_class,11,32,gate_plus_secant,0.0019360740190566632,0.9999875528623494,0.005032677973884394,32,7.940199228594186e-14
